id,title,budget,revenue,genres,is_franchise,release_date,vote_average,vote_count,runtime,collection,roi
82696,Hope Springs,30000000.0,114281051,Romance,False,2012-08-07,6.254,792,100,,280.93683666666664
246741,What We Do in the Shadows,1600000.0,6300000,Comedy,False,2014-06-19,7.56,3673,86,,293.75
246741,What We Do in the Shadows,1600000.0,6300000,Horror,False,2014-06-19,7.56,3673,86,,293.75
289222,The Zookeeper's Wife,20000000.0,26152835,Drama,False,2017-03-24,7.331,1521,126,,30.764174999999998
289222,The Zookeeper's Wife,20000000.0,26152835,History,False,2017-03-24,7.331,1521,126,,30.764174999999998
289222,The Zookeeper's Wife,20000000.0,26152835,War,False,2017-03-24,7.331,1521,126,,30.764174999999998
11113,My Fair Lady,17000000.0,72661442,Music,False,1964-10-21,7.513,1346,170,,327.4202470588235
11113,My Fair Lady,17000000.0,72661442,Comedy,False,1964-10-21,7.513,1346,170,,327.4202470588235
11113,My Fair Lady,17000000.0,72661442,Romance,False,1964-10-21,7.513,1346,170,,327.4202470588235
13554,Eight Men Out,6100000.0,5700000,Drama,False,1988-09-02,6.901,253,120,,-6.557377049180328
13554,Eight Men Out,6100000.0,5700000,History,False,1988-09-02,6.901,253,120,,-6.557377049180328
1833,Rent,40000000.0,31670620,Drama,False,2005-11-17,6.8,569,135,,-20.823449999999998
1833,Rent,40000000.0,31670620,Romance,False,2005-11-17,6.8,569,135,,-20.823449999999998
14248,Igor,25000000.0,30700000,Animation,False,2008-09-19,5.946,570,87,,22.8
14248,Igor,25000000.0,30700000,Comedy,False,2008-09-19,5.946,570,87,,22.8
14248,Igor,25000000.0,30700000,Family,False,2008-09-19,5.946,570,87,,22.8
14248,Igor,25000000.0,30700000,Fantasy,False,2008-09-19,5.946,570,87,,22.8
14248,Igor,25000000.0,30700000,Horror,False,2008-09-19,5.946,570,87,,22.8
25389,Matinee,14000000.0,9532895,Comedy,False,1993-01-29,6.6,298,99,,-31.907892857142855
25389,Matinee,14000000.0,9532895,Drama,False,1993-01-29,6.6,298,99,,-31.907892857142855
412988,The Happytime Murders,40000000.0,27500000,Action,False,2018-08-22,5.791,1032,90,,-31.25
412988,The Happytime Murders,40000000.0,27500000,Comedy,False,2018-08-22,5.791,1032,90,,-31.25
412988,The Happytime Murders,40000000.0,27500000,Crime,False,2018-08-22,5.791,1032,90,,-31.25
44603,Hereafter,50000000.0,107000000,Drama,False,2010-10-22,6.117,1721,129,,113.99999999999999
44603,Hereafter,50000000.0,107000000,Fantasy,False,2010-10-22,6.117,1721,129,,113.99999999999999
976584,The Book of Clarence,40000000.0,6205230,Adventure,False,2024-01-11,6.0,107,129,,-84.486925
976584,The Book of Clarence,40000000.0,6205230,Comedy,False,2024-01-11,6.0,107,129,,-84.486925
976584,The Book of Clarence,40000000.0,6205230,Drama,False,2024-01-11,6.0,107,129,,-84.486925
2654,In the Mouth of Madness,8000000.0,8946600,Horror,False,1995-02-03,7.2,1738,95,,11.8325
2654,In the Mouth of Madness,8000000.0,8946600,Mystery,False,1995-02-03,7.2,1738,95,,11.8325
516329,Antlers,17000000.0,18867659,Drama,False,2021-10-28,6.228,1137,99,,10.986229411764706
